# Constructed from biom file
#OTU ID	MO1	MO2	MO3	MO4	MO5	MO6	MO7	MO8	MY1	MY2	MY3	MY4	MY5	MY6	MY7	MY8
345330	0.0	11.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
307608	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
325850	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	3.0	0.0	0.0
342962	7.0	30.0	53.0	0.0	0.0	47.0	27.0	18.0	27.0	5.0	0.0	17.0	15.0	30.0	58.0	22.0
274115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	540.0	0.0	0.0	0.0	0.0
326609	3.0	0.0	0.0	0.0	13.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
1135084	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	5.0	45.0	8.0
208571	0.0	5.0	0.0	0.0	11.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
263252	0.0	9.0	0.0	23.0	0.0	0.0	0.0	7.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
270519	13.0	13.0	0.0	11.0	0.0	0.0	0.0	4.0	0.0	0.0	4.0	0.0	7.0	0.0	0.0	0.0
3906666	41.0	317.0	218.0	308.0	272.0	88.0	47.0	60.0	18.0	11.0	24.0	82.0	73.0	16.0	55.0	41.0
266595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	15.0	0.0	0.0	0.0
441494	11.0	0.0	10.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	8.0	0.0	0.0	0.0
1571092	0.0	0.0	0.0	0.0	0.0	0.0	13.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
132929	17.0	0.0	0.0	13.0	21.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
270759	0.0	0.0	8.0	0.0	12.0	16.0	0.0	8.0	0.0	0.0	0.0	0.0	3.0	0.0	5.0	0.0
344329	130.0	97.0	12.0	56.0	135.0	76.0	33.0	71.0	21.0	25.0	10.0	0.0	38.0	39.0	40.0	18.0
342504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	4.0	6.0
317633	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
275061	0.0	0.0	0.0	7.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
1844565	18.0	12.0	0.0	19.0	12.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0
1517779	0.0	26.0	15.0	24.0	6.0	8.0	0.0	5.0	0.0	0.0	0.0	65.0	14.0	11.0	18.0	0.0
826382	13.0	11.0	0.0	9.0	6.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
168145	19.0	0.0	0.0	0.0	0.0	15.0	16.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
779847	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
263111	0.0	7.0	14.0	10.0	5.0	11.0	24.0	6.0	6.0	0.0	4.0	6.0	0.0	5.0	0.0	8.0
38278	125.0	133.0	0.0	0.0	0.0	111.0	0.0	0.0	0.0	18.0	0.0	0.0	15.0	30.0	33.0	26.0
321821	20.0	9.0	10.0	15.0	19.0	24.0	4.0	5.0	0.0	10.0	2.0	0.0	0.0	5.0	11.0	4.0
828435	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
303652	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
184966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	14.0	0.0	32.0	0.0	28.0	9.0
262633	0.0	6.0	5.0	0.0	0.0	53.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	50.0	0.0	0.0
324567	0.0	20.0	0.0	0.0	0.0	0.0	56.0	106.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
336214	18.0	84.0	77.0	91.0	50.0	44.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
238487	11.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
258995	23.0	26.0	0.0	0.0	10.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
269418	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
270303	40.0	31.0	27.0	26.0	0.0	26.0	0.0	40.0	0.0	10.0	0.0	0.0	16.0	0.0	0.0	0.0
175143	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
330296	4.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
198753	64.0	0.0	19.0	22.0	87.0	0.0	0.0	29.0	0.0	8.0	0.0	0.0	8.0	0.0	0.0	0.0
417981	0.0	8.0	4.0	24.0	10.0	0.0	8.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
356590	0.0	227.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
263705	11.0	31.0	10.0	18.0	13.0	36.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0
826624	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
308546	6.0	11.0	7.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
262957	25.0	32.0	0.0	25.0	0.0	0.0	0.0	43.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
184451	623.0	0.0	129.0	1157.0	990.0	276.0	41.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
192598	0.0	13.0	4.0	4.0	0.0	6.0	12.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1569569	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0
392918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0
339791	9.0	49.0	29.0	28.0	0.0	0.0	29.0	23.0	0.0	0.0	0.0	6.0	0.0	16.0	21.0	0.0
265940	0.0	0.0	0.0	51.0	0.0	76.0	58.0	27.0	4.0	0.0	7.0	0.0	0.0	28.0	25.0	0.0
694641	19.0	45.0	9.0	200.0	68.0	32.0	11.0	62.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
308042	0.0	28.0	0.0	28.0	0.0	13.0	0.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
320169	5.0	15.0	26.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	8.0	0.0	9.0	0.0	0.0	0.0
263933	260.0	309.0	201.0	476.0	323.0	639.0	227.0	372.0	153.0	246.0	111.0	0.0	215.0	246.0	436.0	155.0
245324	8.0	11.0	8.0	0.0	14.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0
273078	6.0	0.0	27.0	70.0	25.0	11.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4440624	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
269401	17.0	16.0	0.0	7.0	0.0	0.0	17.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
262944	16.0	18.0	28.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
266061	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
153075	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
267536	9.0	6.0	0.0	8.0	0.0	6.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
